proximity_mode,average_degree,mean_shortest_path,num_nodes,dim,S,S_general,S_smallworld_general,mean_shortest_path_prediction,msp_prediction_error,relative_msp_prediction_error,intended_size,false_edge_number
lattice,3.72,4.46530612244898,50,2,0.6314896478514963,1.2179731246124512,1.499525521976672,18.924782703627184,14.459476581178205,3.238182598161481,50,0
lattice,3.64,4.866122448979592,50,2,0.6881736363515119,1.3129516181947136,1.6070843111766744,18.924782703627184,14.058660254647592,2.8890888797086562,50,0
lattice,3.44,4.582857142857143,50,2,0.6481138725846983,1.2020721591977608,1.4473302558747887,18.924782703627184,14.34192556077004,3.1294725350807444,50,0
lattice,3.6,4.635102040816326,50,2,0.655502416910566,1.2437283895095972,1.517695338962385,18.924782703627184,14.289680662810857,3.0829268777638785,50,0
lattice,3.6,4.555918367346939,50,2,0.6443041544166729,1.2224811803193134,1.4917678208434433,18.924782703627184,14.368864336280245,3.1538897709986204,50,0
lattice,3.24,4.693061224489796,50,2,0.6636990832720754,1.1946583498897356,1.4102773943285694,18.924782703627184,14.231721479137388,3.032502837353157,50,0
lattice,3.72,4.763265306122449,50,2,0.6736274397099599,1.2992455543169383,1.5995852688727388,18.924782703627184,14.161517397504735,2.973069205131671,50,0
lattice,3.68,4.856326530612245,50,2,0.6867882842904116,1.3174883614567254,1.6174162975803714,18.924782703627184,14.068456173014939,2.896933738770096,50,0
lattice,3.36,4.659591836734694,50,2,0.6589657970633164,1.2079042581718225,1.4435370807132268,18.924782703627184,14.265190866892489,3.0614679067875437,50,0
lattice,3.24,4.693061224489796,50,2,0.6636990832720754,1.1946583498897356,1.4102773943285694,18.924782703627184,14.231721479137388,3.032502837353157,50,0
lattice,3.8684210526315788,8.662774485883583,152,2,0.7026437940176729,1.3819810369530539,2.33273929643807,18.924782703627184,10.2620082177436,1.184609876947166,152,0
lattice,3.5526315789473686,8.151185081910073,152,2,0.6611484139436616,1.2461606871352127,2.0568093756362202,18.924782703627184,10.77359762171711,1.3217216286288185,152,0
lattice,3.763157894736842,8.027448588358313,152,2,0.6511120590288096,1.2630832015977627,2.117575088489995,18.924782703627184,10.89733411526887,1.357509051016853,152,0
lattice,3.6973684210526314,8.04243638898571,152,2,0.65232773018751,1.2543311406336743,2.0932944794581374,18.924782703627184,10.882346314641474,1.3531156217219302,152,0
lattice,3.5526315789473686,8.164430115022656,152,2,0.6622227279908852,1.2481856000035678,2.0601515287112413,18.924782703627184,10.760352588604528,1.3179551342849198,152,0
lattice,3.8157894736842106,8.348117811084002,152,2,0.6771217675405388,1.3226927654877438,2.225244358493675,18.924782703627184,10.576664892543182,1.26695204019525,152,0
lattice,3.6315789473684212,8.104130359010108,152,2,0.6573317719337883,1.2526575755308005,2.080390587018331,18.924782703627184,10.820652344617075,1.335202158068294,152,0
lattice,3.6184210526315788,8.109184384803067,152,2,0.657741707557071,1.2511659946642886,2.075829084139579,18.924782703627184,10.815598318824117,1.3337467500545404,152,0
lattice,3.8026315789473686,8.425670965493204,152,2,0.6834121590012558,1.3326767669433743,2.24012346887681,18.924782703627184,10.49911173813398,1.2460861314348044,152,0
lattice,3.6973684210526314,8.069187870338096,152,2,0.6544975618486787,1.2585034106393573,2.1002573854139706,18.924782703627184,10.855594833289087,1.3453144241682207,152,0
lattice,3.9291338582677167,10.52693660328032,254,2,0.6605187482049606,1.3092830981455899,2.601479243063021,18.924782703627184,8.397846100346863,0.7977483304810625,254,0
lattice,3.661417322834646,10.513242662848961,254,2,0.6596595139630733,1.2622472884313112,2.4641126374339932,18.924782703627184,8.411540040778222,0.8000899732394074,254,0
lattice,3.7007874015748032,10.493884410693722,254,2,0.65844486919386,1.2666787544655491,2.479844216889382,18.924782703627184,8.430898292933461,0.8034106307042996,254,0
lattice,3.8346456692913384,10.558152562945443,254,2,0.6624774117154445,1.2972799172901948,2.5627801618464727,18.924782703627184,8.36663014068174,0.7924331544559226,254,0
lattice,3.795275590551181,10.494911456226074,254,2,0.6585093117620016,1.2828727469939705,2.527870132758694,18.924782703627184,8.42987124740111,0.8032341466206573,254,0
lattice,3.826771653543307,10.404220223460209,254,2,0.6528188377145937,1.277053089460774,2.521554045118198,18.924782703627184,8.520562480166975,0.8189525305273889,254,0
lattice,3.9448818897637796,10.812859854968721,254,2,0.6784591686145471,1.3475370609253425,2.679949187073067,18.924782703627184,8.111922848658462,0.7502106711325658,254,0
lattice,3.748031496062992,10.446640316205533,254,2,0.655480511059349,1.2689993496651586,2.492611415539206,18.924782703627184,8.47814238742165,0.8115664109033968,254,0
lattice,3.732283464566929,10.444679592916499,254,2,0.6553574843383516,1.266092901580436,2.4842015509818878,18.924782703627184,8.480103110710685,0.8119064864815791,254,0
lattice,3.716535433070866,10.460801095515235,254,2,0.6563690373776643,1.2653691000648206,2.480048029313759,18.924782703627184,8.463981608111949,0.8091140946882773,254,0
lattice,3.932584269662921,12.94225352112676,356,2,0.6859380647449608,1.3602662496860956,3.016509801698574,18.924782703627184,5.982529182500423,0.4622478745864948,356,0
lattice,3.938202247191011,13.092957746478874,356,2,0.6939253727140228,1.3770882578634978,3.054816583418184,18.924782703627184,5.83182495714831,0.4454169233622311,356,0
lattice,3.932584269662921,12.94225352112676,356,2,0.6859380647449608,1.3602662496860956,3.016509801698574,18.924782703627184,5.982529182500423,0.4622478745864948,356,0
lattice,3.837078651685393,12.299430289602785,356,2,0.6518685016132482,1.276910173296953,2.8152132792407025,18.924782703627184,6.625352414024398,0.5386714878676194,356,0
