x,y,node_ID
0.0,0.0,0
0.0,0.022727272727272728,1
0.0,0.045454545454545456,2
0.0,0.06818181818181818,3
0.0,0.09090909090909091,4
0.0,0.11363636363636365,5
0.0,0.13636363636363635,6
0.0,0.1590909090909091,7
0.0,0.18181818181818182,8
0.0,0.20454545454545456,9
0.0,0.2272727272727273,10
0.0,0.25,11
0.0,0.2727272727272727,12
0.0,0.29545454545454547,13
0.0,0.3181818181818182,14
0.0,0.34090909090909094,15
0.0,0.36363636363636365,16
0.0,0.38636363636363635,17
0.0,0.4090909090909091,18
0.0,0.4318181818181818,19
0.0,0.4545454545454546,20
0.0,0.4772727272727273,21
0.0,0.5,22
0.0,0.5227272727272727,23
0.0,0.5454545454545454,24
0.0,0.5681818181818182,25
0.0,0.5909090909090909,26
0.0,0.6136363636363636,27
0.0,0.6363636363636364,28
0.0,0.6590909090909091,29
0.0,0.6818181818181819,30
0.0,0.7045454545454546,31
0.0,0.7272727272727273,32
0.0,0.75,33
0.0,0.7727272727272727,34
0.0,0.7954545454545455,35
0.0,0.8181818181818182,36
0.0,0.8409090909090909,37
0.0,0.8636363636363636,38
0.0,0.8863636363636364,39
0.0,0.9090909090909092,40
0.0,0.9318181818181819,41
0.0,0.9545454545454546,42
0.0,0.9772727272727273,43
0.0,1.0,44
0.022727272727272728,0.0,45
0.022727272727272728,0.022727272727272728,46
0.022727272727272728,0.045454545454545456,47
0.022727272727272728,0.06818181818181818,48
0.022727272727272728,0.09090909090909091,49
0.022727272727272728,0.11363636363636365,50
0.022727272727272728,0.13636363636363635,51
0.022727272727272728,0.1590909090909091,52
0.022727272727272728,0.18181818181818182,53
0.022727272727272728,0.20454545454545456,54
0.022727272727272728,0.2272727272727273,55
0.022727272727272728,0.25,56
0.022727272727272728,0.2727272727272727,57
0.022727272727272728,0.29545454545454547,58
0.022727272727272728,0.3181818181818182,59
0.022727272727272728,0.34090909090909094,60
0.022727272727272728,0.36363636363636365,61
0.022727272727272728,0.38636363636363635,62
0.022727272727272728,0.4090909090909091,63
0.022727272727272728,0.4318181818181818,64
0.022727272727272728,0.4545454545454546,65
0.022727272727272728,0.4772727272727273,66
0.022727272727272728,0.5,67
0.022727272727272728,0.5227272727272727,68
0.022727272727272728,0.5454545454545454,69
0.022727272727272728,0.5681818181818182,70
0.022727272727272728,0.5909090909090909,71
0.022727272727272728,0.6136363636363636,72
0.022727272727272728,0.6363636363636364,73
0.022727272727272728,0.6590909090909091,74
0.022727272727272728,0.6818181818181819,75
0.022727272727272728,0.7045454545454546,76
0.022727272727272728,0.7272727272727273,77
0.022727272727272728,0.75,78
0.022727272727272728,0.7727272727272727,79
0.022727272727272728,0.7954545454545455,80
0.022727272727272728,0.8181818181818182,81
0.022727272727272728,0.8409090909090909,82
0.022727272727272728,0.8636363636363636,83
0.022727272727272728,0.8863636363636364,84
0.022727272727272728,0.9090909090909092,85
0.022727272727272728,0.9318181818181819,86
0.022727272727272728,0.9545454545454546,87
0.022727272727272728,0.9772727272727273,88
0.022727272727272728,1.0,89
0.045454545454545456,0.0,90
0.045454545454545456,0.022727272727272728,91
0.045454545454545456,0.045454545454545456,92
0.045454545454545456,0.06818181818181818,93
0.045454545454545456,0.09090909090909091,94
0.045454545454545456,0.11363636363636365,95
0.045454545454545456,0.13636363636363635,96
0.045454545454545456,0.1590909090909091,97
0.045454545454545456,0.18181818181818182,98
0.045454545454545456,0.20454545454545456,99
0.045454545454545456,0.2272727272727273,100
0.045454545454545456,0.25,101
0.045454545454545456,0.2727272727272727,102
0.045454545454545456,0.29545454545454547,103
0.045454545454545456,0.3181818181818182,104
0.045454545454545456,0.34090909090909094,105
0.045454545454545456,0.36363636363636365,106
0.045454545454545456,0.38636363636363635,107
0.045454545454545456,0.4090909090909091,108
0.045454545454545456,0.4318181818181818,109
0.045454545454545456,0.4545454545454546,110
0.045454545454545456,0.4772727272727273,111
0.045454545454545456,0.5,112
0.045454545454545456,0.5227272727272727,113
0.045454545454545456,0.5454545454545454,114
0.045454545454545456,0.5681818181818182,115
0.045454545454545456,0.5909090909090909,116
0.045454545454545456,0.6136363636363636,117
0.045454545454545456,0.6363636363636364,118
0.045454545454545456,0.6590909090909091,119
0.045454545454545456,0.6818181818181819,120
0.045454545454545456,0.7045454545454546,121
0.045454545454545456,0.7272727272727273,122
0.045454545454545456,0.75,123
0.045454545454545456,0.7727272727272727,124
0.045454545454545456,0.7954545454545455,125
0.045454545454545456,0.8181818181818182,126
0.045454545454545456,0.8409090909090909,127
0.045454545454545456,0.8636363636363636,128
0.045454545454545456,0.8863636363636364,129
0.045454545454545456,0.9090909090909092,130
0.045454545454545456,0.9318181818181819,131
0.045454545454545456,0.9545454545454546,132
0.045454545454545456,0.9772727272727273,133
0.045454545454545456,1.0,134
0.06818181818181818,0.0,135
0.06818181818181818,0.022727272727272728,136
0.06818181818181818,0.045454545454545456,137
0.06818181818181818,0.06818181818181818,138
0.06818181818181818,0.09090909090909091,139
0.06818181818181818,0.11363636363636365,140
0.06818181818181818,0.13636363636363635,141
0.06818181818181818,0.1590909090909091,142
0.06818181818181818,0.18181818181818182,143
0.06818181818181818,0.20454545454545456,144
0.06818181818181818,0.2272727272727273,145
0.06818181818181818,0.25,146
0.06818181818181818,0.2727272727272727,147
0.06818181818181818,0.29545454545454547,148
0.06818181818181818,0.3181818181818182,149
0.06818181818181818,0.34090909090909094,150
0.06818181818181818,0.36363636363636365,151
0.06818181818181818,0.38636363636363635,152
0.06818181818181818,0.4090909090909091,153
0.06818181818181818,0.4318181818181818,154
