source,target
0,2035
1,2036
2,2037
3,2038
4,2039
5,2040
6,2041
7,2042
8,2043
9,2044
10,2045
11,2046
12,2047
13,2048
14,2049
15,2050
16,2051
17,2052
18,2053
19,2054
20,2050
21,2035
22,2055
23,2056
24,2057
25,2058
26,2059
27,2060
23,2061
28,2062
29,2063
30,2064
28,2062
31,2065
12,2047
32,2066
33,2067
34,2068
35,2069
36,2070
37,2056
38,2071
39,2072
40,2073
41,2074
42,2075
43,2076
44,2077
45,2078
46,2079
47,2080
48,2081
49,2082
50,2083
51,2084
52,2085
1,2086
53,2087
54,2088
55,2089
56,2090
57,2091
58,2092
59,2093
57,2094
60,2095
61,2096
62,2097
63,2043
64,2098
65,2099
66,2094
67,2100
68,2101
69,2102
70,2103
71,2104
72,2105
73,2106
74,2107
75,2108
76,2109
77,2110
78,2111
79,2112
80,2113
81,2114
82,2067
83,2061
84,2115
85,2116
86,2117
87,2118
88,2119
89,2120
90,2121
91,2122
92,2123
93,2124
57,2098
94,2065
95,2125
96,2126
97,2127
98,2128
99,2129
100,2130
101,2131
102,2132
103,2085
9,2133
104,2134
105,2135
106,2136
107,2137
108,2138
109,2139
110,2140
111,2141
112,2142
113,2143
114,2144
101,2145
115,2146
66,2094
103,2147
73,2148
116,2149
117,2132
116,2150
118,2151
119,2152
120,2153
121,2154
122,2155
123,2156
124,2085
125,2157
126,2158
127,2150
65,2099
128,2159
129,2160
130,2161
131,2162
132,2163
133,2164
134,2165
135,2166
136,2167
137,2168
138,2169
57,2091
139,2040
140,2170
141,2171
142,2172
143,2086
144,2173
145,2174
1,2175
146,2174
147,2100
101,2176
148,2177
149,2178
150,2163
151,2179
152,2180
153,2181
154,2182
155,2183
156,2139
157,2184
158,2185
159,2186
160,2187
161,2111
162,2143
163,2188
164,2189
165,2190
166,2191
167,2102
168,2133
169,2192
86,2117
170,2193
171,2180
164,2153
172,2042
173,2194
174,2195
175,2196
176,2128
177,2052
178,2053
179,2066
180,2197
181,2198
182,2163
183,2199
184,2200
23,2056
185,2078
186,2201
187,2103
157,2202
160,2203
188,2107
189,2204
190,2205
16,2206
175,2207
191,2208
192,2209
193,2142
194,2210
195,2052
196,2211
197,2212
198,2086
199,2213
200,2131
201,2214
202,2215
160,2216
203,2217
204,2218
205,2219
206,2220
207,2213
208,2221
209,2222
210,2223
211,2224
136,2225
212,2174
130,2226
213,2227
214,2225
71,2228
215,2229
216,2041
217,2230
218,2231
29,2063
219,2184
220,2223
221,2232
222,2233
223,2166
224,2234
225,2184
226,2235
227,2236
228,2237
229,2238
230,2102
231,2239
8,2240
232,2127
233,2241
8,2240
234,2242
48,2081
46,2213
235,2061
236,2184
237,2151
238,2243
239,2208
132,2244
240,2222
241,2245
242,2246
243,2122
244,2247
245,2248
246,2243
247,2249
88,2250
248,2251
249,2252
176,2128
250,2097
98,2253
251,2206
252,2254
253,2123
254,2101
131,2111
252,2052
255,2255
256,2256
257,2257
258,2258
259,2217
260,2076
22,2259
211,2224
261,2260
157,2229
262,2261
73,2068
37,2262
263,2263
264,2168
265,2264
266,2265
267,2266
268,2267
269,2042
270,2077
271,2067
272,2268
273,2269
274,2270
275,2215
276,2271
277,2229
278,2118
76,2272
107,2273
279,2102
280,2274
281,2275
282,2276
283,2277
284,2278
285,2279
260,2076
286,2280
287,2281
288,2282
289,2038
290,2225
291,2283
43,2076
292,2192
103,2085
293,2284
294,2285
295,2087
56,2286
296,2287
109,2273
25,2288
297,2289
298,2161
299,2290
300,2247
301,2291
302,2292
303,2293
304,2047
18,2216
305,2220
306,2294
307,2295
308,2296
309,2297
310,2036
311,2298
312,2110
167,2222
313,2299
238,2300
314,2301
315,2224
316,2154
317,2302
318,2303
189,2304
319,2305
320,2241
321,2306
143,2307
322,2107
323,2128
324,2308
156,2309
325,2151
326,2310
229,2311
327,2312
328,2282
104,2266
101,2222
329,2055
330,2313
242,2314
331,2284
238,2315
332,2131
333,2316
2,2138
334,2317
287,2318
335,2319
245,2248
53,2087
336,2169
337,2158
338,2320
291,2321
339,2322
340,2254
43,2138
341,2264
269,2323
342,2324
343,2163
344,2325
278,2326
345,2051
346,2327
347,2328
341,2329
348,2330
349,2331
350,2332
320,2302
351,2089
352,2126
353,2317
354,2333
355,2334
356,2267
357,2047
303,2335
182,2163
358,2089
359,2336
242,2314
360,2191
56,2059
361,2259
362,2106
363,2257
364,2337
365,2314
366,2138
367,2149
368,2338
369,2217
331,2284
370,2339
195,2254
371,2340
372,2139
373,2191
174,2279
374,2341
375,2121
376,2240
377,2105
19,2342
378,2343
198,2086
379,2344
380,2345
381,2061
382,2346
43,2076
383,2292
384,2347
385,2348
12,2349
386,2201
387,2350
1,2351
388,2192
389,2352
390,2353
391,2354
24,2355
392,2116
393,2245
394,2214
55,2089
124,2108
395,2356
396,2162
129,2357
397,2358
398,2359
399,2360
400,2361
401,2362
341,2264
402,2363
278,2364
403,2139
217,2348
404,2282
405,2111
406,2365
407,2102
408,2355
409,2366
410,2247
411,2349
412,2179
413,2367
356,2219
306,2294
414,2234
415,2105
416,2368
417,2369
418,2370
419,2236
308,2182
420,2371
421,2075
422,2056
423,2372
368,2373
424,2218
20,2157
425,2079
426,2374
427,2219
283,2143
428,2375
68,2246
147,2054
429,2301
430,2102
431,2376
373,2377
103,2147
432,2378
310,2379
433,2380
286,2081
207,2058
2,2219
434,2381
435,2080
436,2158
217,2177
437,2084
67,2092
438,2287
205,2298
367,2382
439,2383
313,2190
440,2384
441,2385
442,2386
195,2263
443,2059
169,2223
444,2158
405,2111
273,2230
9,2291
445,2381
446,2387
236,2184
331,2284
447,2388
357,2389
448,2390
51,2115
9,2291
130,2391
449,2392
450,2325
451,2393
452,2394
44,2060
453,2395
130,2369
454,2112
455,2396
456,2350
457,2397
458,2097
459,2398
460,2219
461,2384
462,2399
74,2400
80,2113
463,2170
464,2401
465,2402
466,2403
467,2404
345,2051
468,2295
469,2074
225,2380
66,2405
273,2197
425,2224
145,2114
198,2092
421,2206
87,2118
470,2399
247,2406
291,2183
460,2407
471,2191
472,2061
305,2355
315,2292
329,2408
473,2075
474,2385
331,2284
7,2409
12,2349
475,2410
476,2306
145,2114
471,2191
215,2229
195,2411
477,2412
478,2076
479,2413
480,2414
481,2065
124,2136
482,2415
483,2167
484,2089
382,2068
485,2234
360,2047
464,2139
486,2416
319,2318
404,2412
98,2308
464,2205
188,2240
487,2117
488,2113
489,2417
248,2249
357,2047
490,2279
491,2351
492,2418
493,2419
464,2368
494,2420
489,2421
495,2061
496,2241
195,2263
239,2422
10,2138
497,2346
498,2423
499,2424
1,2086
500,2292
499,2222
501,2329
102,2136
465,2138
502,2425
503,2426
323,2336
504,2184
358,2054
505,2220
506,2089
507,2427
508,2391
381,2061
62,2261
509,2374
510,2193
381,2057
134,2428
511,2429
512,2234
513,2052
514,2430
343,2163
493,2287
515,2304
516,2431
25,2087
475,2355
221,2432
517,2327
21,2433
7,2371
123,2434
368,2083
241,2369
518,2277
519,2390
520,2435
521,2123
123,2434
522,2436
523,2436
524,2061
73,2068
525,2295
509,2437
1,2054
439,2438
526,2350
304,2047
527,2057
528,2398
272,2268
529,2439
524,2440
530,2108
531,2441
532,2442
97,2443
12,2349
533,2047
534,2354
535,2181
437,2084
504,2444
493,2419
335,2047
536,2357
273,2230
537,2048
538,2291
305,2445
351,2322
212,2446
539,2097
326,2284
375,2077
540,2381
541,2391
542,2169
543,2447
236,2184
544,2448
9,2133
545,2104
66,2449
546,2387
547,2095
242,2450
548,2292
250,2139
236,2184
549,2117
533,2047
550,2339
274,2164
539,2097
252,2052
551,2159
298,2161
386,2425
552,2067
553,2451
554,2452
555,2291
556,2453
365,2454
557,2452
558,2441
186,2201
89,2426
559,2050
445,2122
560,2425
392,2455
552,2456
137,2168
320,2205
561,2284
278,2078
53,2087
239,2208
562,2040
379,2344
381,2057
563,2457
564,2195
25,2068
402,2153
565,2458
510,2144
566,2089
567,2292
568,2220
174,2211
524,2061
212,2446
9,2102
383,2292
471,2047
569,2191
314,2253
570,2242
241,2245
571,2198
572,2372
573,2295
274,2143
353,2054
574,2459
238,2243
575,2061
576,2133
577,2460
578,2461
512,2234
98,2462
579,2463
580,2310
581,2344
582,2431
461,2225
533,2047
360,2121
284,2278
583,2464
584,2465
454,2348
585,2364
586,2282
236,2184
587,2192
246,2220
382,2466
471,2191
12,2345
588,2453
380,2356
236,2238
589,2467
536,2357
590,2057
591,2297
58,2198
380,2387
367,2194
592,2456
593,2226
198,2276
333,2206
355,2142
594,2178
16,2123
595,2040
313,2190
570,2242
12,2191
596,2111
597,2384
358,2055
598,2352
599,2144
600,2468
418,2042
136,2366
465,2402
118,2469
584,2232
433,2042
601,2352
602,2427
24,2355
302,2292
38,2043
603,2072
604,2067
375,2198
605,2241
606,2470
278,2302
10,2471
607,2191
608,2038
609,2472
610,2473
602,2279
611,2163
195,2297
421,2297
612,2304
613,2474
570,2459
437,2139
451,2230
307,2237
607,2191
614,2475
615,2167
239,2289
308,2296
616,2413
617,2215
46,2135
221,2476
383,2252
618,2349
494,2146
116,2447
584,2465
619,2477
59,2478
620,2066
605,2349
621,2272
622,2194
623,2419
315,2292
624,2064
236,2184
380,2292
568,2220
625,2461
626,2333
627,2276
134,2428
628,2366
629,2349
488,2075
630,2355
631,2431
632,2102
215,2426
205,2479
159,2061
493,2419
129,2386
259,2217
312,2480
309,2159
431,2371
194,2081
209,2348
400,2481
633,2065
634,2203
354,2333
257,2380
635,2182
343,2163
236,2184
636,2296
637,2291
638,2482
211,2224
279,2383
268,2303
605,2377
449,2273
147,2446
329,2408
124,2264
147,2446
639,2219
640,2237
440,2100
404,2191
537,2247
637,2483
641,2181
642,2234
331,2484
643,2260
644,2166
645,2485
182,2486
102,2132
338,2320
646,2390
9,2373
647,2487
274,2210
648,2488
98,2489
98,2201
649,2251
156,2453
401,2306
650,2197
651,2247
513,2266
195,2263
130,2391
652,2357
653,2166
654,2064
289,2266
224,2234
142,2490
655,2220
656,2491
19,2072
331,2284
252,2254
307,2492
259,2217
458,2261
603,2453
657,2493
238,2220
658,2091
604,2067
397,2358
109,2139
137,2168
585,2057
659,2312
307,2237
250,2097
57,2076
660,2230
382,2494
661,2226
662,2186
488,2115
206,2220
80,2113
1,2054
356,2219
263,2052
663,2323
310,2457
272,2381
388,2223
534,2130
664,2332
452,2495
665,2201
369,2217
666,2220
667,2496
628,2467
200,2131
668,2447
669,2166
291,2321
670,2369
18,2497
284,2278
671,2340
672,2349
315,2498
673,2111
337,2499
38,2447
229,2238
646,2500
552,2456
674,2181
261,2260
630,2355
229,2311
675,2501
676,2252
525,2502
216,2070
677,2042
678,2476
679,2503
437,2139
680,2463
681,2344
206,2355
241,2369
401,2171
682,2504
400,2481
575,2312
683,2434
684,2348
685,2097
238,2108
109,2137
259,2505
686,2291
331,2284
687,2093
336,2447
688,2506
689,2060
291,2507
367,2056
108,2138
690,2447
585,2364
691,2241
336,2057
692,2301
693,2184
489,2493
522,2508
210,2509
694,2373
20,2510
695,2375
671,2511
315,2503
363,2485
628,2192
120,2153
315,2122
458,2512
696,2254
697,2056
698,2446
141,2513
560,2213
699,2167
700,2262
634,2086
92,2123
119,2385
529,2514
38,2515
242,2516
701,2386
702,2064
693,2517
703,2518
204,2519
623,2419
132,2396
318,2520
704,2104
705,2521
269,2522
255,2057
211,2224
503,2300
706,2521
707,2523
708,2417
709,2036
225,2086
485,2524
4,2139
264,2168
710,2525
143,2307
711,2361
512,2248
302,2292
289,2038
224,2432
510,2111
712,2108
713,2526
589,2429
610,2188
86,2117
540,2085
714,2107
555,2044
715,2463
716,2527
717,2528
602,2224
531,2529
384,2347
667,2496
624,2064
718,2366
719,2498
720,2304
278,2240
721,2527
722,2530
723,2291
724,2312
725,2142
466,2403
726,2111
637,2378
727,2124
728,2446
60,2531
126,2043
729,2532
730,2385
731,2533
732,2288
733,2081
734,2112
193,2142
735,2504
327,2110
379,2251
566,2217
736,2247
737,2180
592,2534
738,2203
305,2120
674,2292
739,2106
740,2359
