source,target
0,313
1,314
2,315
3,313
4,316
0,316
5,317
6,318
7,319
8,320
9,321
10,322
8,323
11,324
7,325
12,326
13,327
14,328
15,329
16,330
17,331
18,332
19,333
0,334
20,335
21,336
22,337
23,338
24,339
25,340
26,325
27,341
28,342
29,343
30,344
31,345
32,346
33,347
34,341
35,348
36,349
14,326
37,350
8,320
38,333
38,351
39,336
40,336
41,352
42,314
43,353
12,345
44,354
45,355
37,356
46,357
33,358
10,322
47,359
48,360
16,330
2,324
22,361
49,362
50,363
44,354
51,364
52,362
30,344
22,360
20,347
53,365
54,366
55,367
56,368
57,369
28,369
58,324
59,370
60,371
61,366
48,372
62,351
62,373
63,327
64,315
50,374
62,373
65,336
21,375
66,376
67,344
68,319
52,377
69,378
70,379
21,380
71,381
72,365
60,371
10,345
44,354
73,334
74,382
73,383
75,384
45,385
50,374
76,386
77,387
46,388
12,326
44,354
69,389
3,313
62,373
78,314
79,389
80,336
81,349
82,330
83,385
84,390
85,354
86,338
87,391
88,392
36,333
89,393
39,375
8,360
90,394
91,395
92,365
93,348
76,396
94,397
95,398
96,399
97,371
5,400
83,385
75,401
85,402
54,366
42,403
98,333
99,404
100,400
101,405
33,347
8,329
76,406
55,335
65,336
29,365
61,407
69,378
2,408
102,409
103,320
104,400
56,368
17,410
105,351
106,411
107,333
6,412
108,338
30,413
68,414
56,368
89,415
51,391
56,415
92,399
89,415
51,391
109,333
41,416
65,315
90,317
70,365
81,349
110,417
24,365
111,336
6,318
4,329
112,317
113,403
114,400
56,368
22,360
115,418
116,419
51,391
83,330
16,351
59,338
0,319
68,414
29,362
117,371
95,341
76,420
3,410
66,419
8,320
33,421
21,339
63,354
28,387
78,314
51,391
80,422
118,423
68,319
21,336
22,393
99,380
80,336
119,424
29,362
4,425
103,320
44,345
83,426
14,326
100,323
78,314
120,373
29,365
36,427
50,428
59,429
100,317
34,341
121,350
50,363
114,342
122,351
24,429
112,365
123,326
124,315
114,430
73,383
114,400
124,315
40,417
51,391
42,431
60,327
3,365
90,432
91,323
125,387
126,369
34,341
127,347
98,433
58,324
128,415
45,434
89,425
1,314
83,385
129,427
130,435
47,436
131,415
24,429
76,361
114,374
20,347
86,362
132,437
133,438
134,396
63,322
102,409
73,369
21,380
135,366
60,327
136,417
30,344
137,439
45,385
83,426
12,328
84,375
107,333
83,385
138,434
139,440
0,358
140,327
95,441
90,442
